Mod:Item:MetaData, Localized Name
gregtech:gt.meta.ingotQuintuple:8654, oredict.ingotQuintupleTitaniumGold.name
gregtech:gt.meta.ingotQuintuple:8657, oredict.ingotQuintuplePurpleAlloy.name
gregtech:gt.meta.ingotQuintuple:8658, oredict.ingotQuintupleElectrotineAlloy.name
gregtech:gt.meta.ingotQuintuple:8659, oredict.ingotQuintupleBlueAlloy.name
gregtech:gt.meta.ingotQuintuple:8660, oredict.ingotQuintupleRedAlloy.name
gregtech:gt.meta.ingotQuintuple:8661, oredict.ingotQuintupleInvar.name
gregtech:gt.meta.ingotQuintuple:8662, oredict.ingotQuintupleConstantan.name
gregtech:gt.meta.ingotQuintuple:8663, oredict.ingotQuintupleNichrome.name
gregtech:gt.meta.ingotQuintuple:8664, oredict.ingotQuintupleKanthal.name
gregtech:gt.meta.ingotQuintuple:8665, oredict.ingotQuintupleMagnalium.name
gregtech:gt.meta.ingotQuintuple:8666, oredict.ingotQuintupleUltimet.name
gregtech:gt.meta.ingotQuintuple:8667, oredict.ingotQuintupleTinAlloy.name
gregtech:gt.meta.ingotQuintuple:8668, oredict.ingotQuintupleBatteryAlloy.name
gregtech:gt.meta.ingotQuintuple:8669, oredict.ingotQuintupleSolderingAlloy.name
gregtech:gt.meta.ingotQuintuple:8670, oredict.ingotQuintupleShadowIron.name
gregtech:gt.meta.ingotQuintuple:8672, oredict.ingotQuintupleIronWood.name
gregtech:gt.meta.ingotQuintuple:8673, oredict.ingotQuintupleSteeleaf.name
gregtech:gt.meta.ingotQuintuple:8674, oredict.ingotQuintupleKnightmetal.name
gregtech:gt.meta.ingotQuintuple:8675, oredict.ingotQuintupleFierySteel.name
gregtech:gt.meta.ingotQuintuple:8676, oredict.ingotQuintupleAstralSilver.name
gregtech:gt.meta.ingotQuintuple:8677, oredict.ingotQuintupleMidasium.name
gregtech:gt.meta.ingotQuintuple:8678, oredict.ingotQuintupleMithril.name
gregtech:gt.meta.ingotQuintuple:8679, oredict.ingotQuintupleThaumium.name
gregtech:gt.meta.ingotQuintuple:8681, oredict.ingotQuintupleVoidMetal.name
gregtech:gt.meta.ingotQuintuple:8682, oredict.ingotQuintupleOsmiridium.name
gregtech:gt.meta.ingotQuintuple:8683, oredict.ingotQuintupleSunnarium.name
gregtech:gt.meta.ingotQuintuple:8684, oredict.ingotQuintupleTrinaquadalloy.name
gregtech:gt.meta.ingotQuintuple:8685, oredict.ingotQuintupleChromiumDioxide.name
gregtech:gt.meta.ingotQuintuple:8686, oredict.ingotQuintupleVanadiumGallium.name
gregtech:gt.meta.ingotQuintuple:8687, oredict.ingotQuintupleYttriumBariumCuprate.name
gregtech:gt.meta.ingotQuintuple:8688, oredict.ingotQuintupleNiobiumNitride.name
gregtech:gt.meta.ingotQuintuple:8689, oredict.ingotQuintupleNiobiumTitanium.name
gregtech:gt.meta.ingotQuintuple:8700, oredict.ingotQuintupleAluminiumBrass.name
gregtech:gt.meta.ingotQuintuple:8702, oredict.ingotQuintupleAlumite.name
gregtech:gt.meta.ingotQuintuple:8708, oredict.ingotQuintupleSignalum.name
gregtech:gt.meta.ingotQuintuple:8709, oredict.ingotQuintupleLumium.name
gregtech:gt.meta.ingotQuintuple:8710, oredict.ingotQuintupleEnderium.name
gregtech:gt.meta.ingotQuintuple:8711, oredict.ingotQuintupleElectrumFlux.name
gregtech:gt.meta.ingotQuintuple:8718, oredict.ingotQuintupleBedrockHSLAAlloy.name
gregtech:gt.meta.ingotQuintuple:8719, oredict.ingotQuintupleOsmium.name
gregtech:gt.meta.ingotQuintuple:8725, oredict.ingotQuintuplePulsatingIron.name
gregtech:gt.meta.ingotQuintuple:8726, oredict.ingotQuintupleVibrantAlloy.name
gregtech:gt.meta.ingotQuintuple:8727, oredict.ingotQuintupleConductiveIron.name
gregtech:gt.meta.ingotQuintuple:8728, oredict.ingotQuintupleEnergeticAlloy.name
gregtech:gt.meta.ingotQuintuple:8729, oredict.ingotQuintupleEnderiumBase.name
gregtech:gt.meta.ingotQuintuple:8730, oredict.ingotQuintupleElectricalSteel.name
gregtech:gt.meta.ingotQuintuple:8731, oredict.ingotQuintupleObsidianSteel.name
gregtech:gt.meta.ingotQuintuple:8732, oredict.ingotQuintupleSoularium.name
gregtech:gt.meta.ingotQuintuple:8733, oredict.ingotQuintupleRedstoneAlloy.name
gregtech:gt.meta.ingotQuintuple:8734, oredict.ingotQuintupleSpectreIron.name
gregtech:gt.meta.ingotQuintuple:8735, oredict.ingotQuintupleGaiaSpirit.name
gregtech:gt.meta.ingotQuintuple:8736, oredict.ingotQuintupleEndium.name
gregtech:gt.meta.ingotQuintuple:8738, oredict.ingotQuintupleTeslatineAlloy.name
gregtech:gt.meta.ingotQuintuple:8750, oredict.ingotQuintupleDesh.name
gregtech:gt.meta.ingotQuintuple:8751, oredict.ingotQuintupleDuranium.name
gregtech:gt.meta.ingotQuintuple:8752, oredict.ingotQuintupleTritanium.name
gregtech:gt.meta.ingotQuintuple:8754, oredict.ingotQuintupleOriharukon.name
gregtech:gt.meta.ingotQuintuple:8755, oredict.ingotQuintupleAdamantite.name
gregtech:gt.meta.ingotQuintuple:8756, oredict.ingotQuintupleDuralumin.name
gregtech:gt.meta.ingotQuintuple:8758, oredict.ingotQuintupleFrozenIron.name
gregtech:gt.meta.ingotQuintuple:8760, oredict.ingotQuintupleAlduorite.name
gregtech:gt.meta.ingotQuintuple:8761, oredict.ingotQuintupleInfuscolium.name
gregtech:gt.meta.ingotQuintuple:8762, oredict.ingotQuintupleRubracium.name
gregtech:gt.meta.ingotQuintuple:8763, oredict.ingotQuintupleMeutoite.name
gregtech:gt.meta.ingotQuintuple:8764, oredict.ingotQuintupleLemurite.name
gregtech:gt.meta.ingotQuintuple:8765, oredict.ingotQuintupleCeruclase.name
gregtech:gt.meta.ingotQuintuple:8766, oredict.ingotQuintupleAtlarus.name
gregtech:gt.meta.ingotQuintuple:8767, oredict.ingotQuintupleOureclase.name
gregtech:gt.meta.ingotQuintuple:8768, oredict.ingotQuintupleKalendrite.name
gregtech:gt.meta.ingotQuintuple:8769, oredict.ingotQuintupleOrichalcum.name
gregtech:gt.meta.ingotQuintuple:8770, oredict.ingotQuintupleCarmot.name
gregtech:gt.meta.ingotQuintuple:8771, oredict.ingotQuintupleSanguinite.name
gregtech:gt.meta.ingotQuintuple:8772, oredict.ingotQuintupleVyroxeres.name
gregtech:gt.meta.ingotQuintuple:8773, oredict.ingotQuintupleEximite.name
gregtech:gt.meta.ingotQuintuple:8774, oredict.ingotQuintuplePrometheum.name
gregtech:gt.meta.ingotQuintuple:8775, oredict.ingotQuintupleIgnatius.name
gregtech:gt.meta.ingotQuintuple:8776, oredict.ingotQuintupleVulcanite.name
gregtech:gt.meta.ingotQuintuple:8784, oredict.ingotQuintupleAdamantine.name
gregtech:gt.meta.ingotQuintuple:8790, oredict.ingotQuintupleTrinitanium.name
gregtech:gt.meta.ingotQuintuple:8791, oredict.ingotQuintupleDraconium.name
gregtech:gt.meta.ingotQuintuple:8792, oredict.ingotQuintupleDraconiumAwakened.name
gregtech:gt.meta.ingotQuintuple:8793, oredict.ingotQuintupleTitaniumIridium.name
gregtech:gt.meta.ingotQuintuple:8794, oredict.ingotQuintupleTitaniumAluminide.name
gregtech:gt.meta.ingotQuintuple:8795, oredict.ingotQuintupleBedrockium.name
gregtech:gt.meta.ingotQuintuple:13003, oredict.ingotQuintupleChemicalY1.name
gregtech:gt.meta.ingotQuintuple:13004, oredict.ingotQuintupleChemicalY2.name
gregtech:gt.meta.ingotQuintuple:13005, oredict.ingotQuintupleChemicalY3.name
gregtech:gt.meta.ingotQuintuple:13006, oredict.ingotQuintupleChemicalY4.name
gregtech:gt.meta.ingotQuintuple:13007, oredict.ingotQuintupleChemicalY5.name
gregtech:gt.meta.ingotQuintuple:13008, oredict.ingotQuintupleChemicalY6.name
gregtech:gt.meta.ingotQuintuple:13009, oredict.ingotQuintupleChemicalY7.name
gregtech:gt.meta.ingotQuintuple:13010, oredict.ingotQuintupleChemicalY8.name
gregtech:gt.meta.ingotQuintuple:13011, oredict.ingotQuintupleChemicalY9.name
gregtech:gt.meta.ingotQuintuple:13012, oredict.ingotQuintupleChemicalY10.name
gregtech:gt.meta.plateGemTiny:140, oredict.plateGemTinySilicon.name
gregtech:gt.meta.plateGemTiny:400, oredict.plateGemTinyZirconium.name
gregtech:gt.meta.plateGemTiny:1520, oredict.plateGemTinyVibranium.name
gregtech:gt.meta.plateGemTiny:8001, oredict.plateGemTinyGlass.name
gregtech:gt.meta.plateGemTiny:8002, oredict.plateGemTinyFlint.name
gregtech:gt.meta.plateGemTiny:8206, oredict.plateGemTinyNiter.name
gregtech:gt.meta.plateGemTiny:8208, oredict.plateGemTinyPhosphorus.name
gregtech:gt.meta.plateGemTiny:8209, oredict.plateGemTinyApatite.name
gregtech:gt.meta.plateGemTiny:8226, oredict.plateGemTinyPhosphorite.name
gregtech:gt.meta.plateGemTiny:8298, oredict.plateGemTinyEnergiumRed.name
gregtech:gt.meta.plateGemTiny:8299, oredict.plateGemTinyEnergiumCyan.name
gregtech:gt.meta.plateGemTiny:8300, oredict.plateGemTinyDiamond.name
gregtech:gt.meta.plateGemTiny:8301, oredict.plateGemTinyEmerald.name
gregtech:gt.meta.plateGemTiny:8302, oredict.plateGemTinyRuby.name
gregtech:gt.meta.plateGemTiny:8303, oredict.plateGemTinyBalasRuby.name
gregtech:gt.meta.plateGemTiny:8304, oredict.plateGemTinySapphire.name
gregtech:gt.meta.plateGemTiny:8305, oredict.plateGemTinyGreenSapphire.name
gregtech:gt.meta.plateGemTiny:8306, oredict.plateGemTinyTopaz.name
gregtech:gt.meta.plateGemTiny:8307, oredict.plateGemTinyBlueTopaz.name
gregtech:gt.meta.plateGemTiny:8308, oredict.plateGemTinyTanzanite.name
gregtech:gt.meta.plateGemTiny:8309, oredict.plateGemTinyJasper.name
gregtech:gt.meta.plateGemTiny:8310, oredict.plateGemTinyAmber.name
gregtech:gt.meta.plateGemTiny:8311, oredict.plateGemTinyOlivine.name
gregtech:gt.meta.plateGemTiny:8312, oredict.plateGemTinyOpal.name
gregtech:gt.meta.plateGemTiny:8313, oredict.plateGemTinyAmethyst.name
gregtech:gt.meta.plateGemTiny:8314, oredict.plateGemTinyOrangeSapphire.name
gregtech:gt.meta.plateGemTiny:8315, oredict.plateGemTinyYellowSapphire.name
gregtech:gt.meta.plateGemTiny:8316, oredict.plateGemTinyVinteum.name
gregtech:gt.meta.plateGemTiny:8317, oredict.plateGemTinyDilithium.name
gregtech:gt.meta.plateGemTiny:8318, oredict.plateGemTinyEnderPearl.name
gregtech:gt.meta.plateGemTiny:8319, oredict.plateGemTinyEnderEye.name
gregtech:gt.meta.plateGemTiny:8320, oredict.plateGemTinyNetherStar.name
gregtech:gt.meta.plateGemTiny:8321, oredict.plateGemTinyJade.name
gregtech:gt.meta.plateGemTiny:8322, oredict.plateGemTinyCraponite.name
gregtech:gt.meta.plateGemTiny:8323, oredict.plateGemTinyAquamarine.name
gregtech:gt.meta.plateGemTiny:8324, oredict.plateGemTinyMorganite.name
gregtech:gt.meta.plateGemTiny:8325, oredict.plateGemTinyDioptase.name
gregtech:gt.meta.plateGemTiny:8326, oredict.plateGemTinySpinel.name
gregtech:gt.meta.plateGemTiny:8328, oredict.plateGemTinyBlueSapphire.name
gregtech:gt.meta.plateGemTiny:8330, oredict.plateGemTinyLazurite.name
gregtech:gt.meta.plateGemTiny:8331, oredict.plateGemTinySodalite.name
gregtech:gt.meta.plateGemTiny:8332, oredict.plateGemTinyLapis.name
gregtech:gt.meta.plateGemTiny:8333, oredict.plateGemTinyRedstone.name
gregtech:gt.meta.plateGemTiny:8334, oredict.plateGemTinyCoal.name
gregtech:gt.meta.plateGemTiny:8336, oredict.plateGemTinyCharcoal.name
gregtech:gt.meta.plateGemTiny:8337, oredict.plateGemTinyLignite.name
gregtech:gt.meta.plateGemTiny:8338, oredict.plateGemTinyMonazite.name
gregtech:gt.meta.plateGemTiny:8339, oredict.plateGemTinyTeslatite.name
gregtech:gt.meta.plateGemTiny:8342, oredict.plateGemTinyFirestone.name
gregtech:gt.meta.plateGemTiny:8344, oredict.plateGemTinyForcicium.name
gregtech:gt.meta.plateGemTiny:8345, oredict.plateGemTinyForcillium.name
gregtech:gt.meta.plateGemTiny:8346, oredict.plateGemTinyNetherQuartz.name
gregtech:gt.meta.plateGemTiny:8347, oredict.plateGemTinyCertusQuartz.name
gregtech:gt.meta.plateGemTiny:8348, oredict.plateGemTinyChargedCertusQuartz.name
gregtech:gt.meta.plateGemTiny:8349, oredict.plateGemTinyCoalCoke.name
gregtech:gt.meta.plateGemTiny:8352, oredict.plateGemTinyInfusedAir.name
gregtech:gt.meta.plateGemTiny:8353, oredict.plateGemTinyInfusedFire.name
gregtech:gt.meta.plateGemTiny:8354, oredict.plateGemTinyInfusedEarth.name
gregtech:gt.meta.plateGemTiny:8355, oredict.plateGemTinyInfusedWater.name
gregtech:gt.meta.plateGemTiny:8356, oredict.plateGemTinyInfusedEntropy.name
gregtech:gt.meta.plateGemTiny:8357, oredict.plateGemTinyInfusedOrder.name
gregtech:gt.meta.plateGemTiny:8359, oredict.plateGemTinyElectrotine.name
gregtech:gt.meta.plateGemTiny:8362, oredict.plateGemTinyAnthracite.name
gregtech:gt.meta.plateGemTiny:8363, oredict.plateGemTinyPrismane.name
gregtech:gt.meta.plateGemTiny:8364, oredict.plateGemTinyLonsdaleite.name
gregtech:gt.meta.plateGemTiny:8365, oredict.plateGemTinyLigniteCoke.name
gregtech:gt.meta.plateGemTiny:8383, oredict.plateGemTinyPurpleSapphire.name
gregtech:gt.meta.plateGemTiny:8384, oredict.plateGemTinyHeliodor.name
gregtech:gt.meta.plateGemTiny:8385, oredict.plateGemTinyGoshenite.name
gregtech:gt.meta.plateGemTiny:8386, oredict.plateGemTinyBixbite.name
gregtech:gt.meta.plateGemTiny:8387, oredict.plateGemTinyMaxixe.name
gregtech:gt.meta.plateGemTiny:8388, oredict.plateGemTinyAlexandrite.name
gregtech:gt.meta.plateGemTiny:8389, oredict.plateGemTinyFluix.name
gregtech:gt.meta.plateGemTiny:8390, oredict.plateGemTinyPetroleumCoke.name
gregtech:gt.meta.plateGemTiny:8415, oredict.plateGemTinyOnyxRed.name
gregtech:gt.meta.plateGemTiny:8416, oredict.plateGemTinyOnyxBlack.name
gregtech:gt.meta.plateGemTiny:8417, oredict.plateGemTinyAmazonite.name
gregtech:gt.meta.plateGemTiny:8419, oredict.plateGemTinyZircon.name
gregtech:gt.meta.plateGemTiny:8420, oredict.plateGemTinyAzurite.name
gregtech:gt.meta.plateGemTiny:8421, oredict.plateGemTinyEudialyte.name
gregtech:gt.meta.plateGemTiny:8733, oredict.plateGemTinyRedstoneAlloy.name
gregtech:gt.meta.plateGemTiny:8738, oredict.plateGemTinyTeslatineAlloy.name
gregtech:gt.meta.plateGemTiny:9101, oredict.plateGemTinyAlmandine.name
gregtech:gt.meta.plateGemTiny:9102, oredict.plateGemTinyAndradite.name
gregtech:gt.meta.plateGemTiny:9119, oredict.plateGemTinyGrossular.name
gregtech:gt.meta.plateGemTiny:9127, oredict.plateGemTinyPyrope.name
gregtech:gt.meta.plateGemTiny:9129, oredict.plateGemTinySpessartine.name
gregtech:gt.meta.plateGemTiny:9135, oredict.plateGemTinyUvarovite.name
gregtech:gt.meta.plateGemTiny:9156, oredict.plateGemTinyMalachite.name
gregtech:gt.meta.plateGemTiny:9180, oredict.plateGemTinyQuartzite.name
gregtech:gt.meta.plateGemTiny:9215, oredict.plateGemTinyFluorite.name
gregtech:gt.meta.plateGemTiny:9219, oredict.plateGemTinyPrismarine.name
gregtech:gt.meta.plateGemTiny:9220, oredict.plateGemTinyPrismarineDark.name
gregtech:gt.meta.plateGemTiny:9802, oredict.plateGemTinyIce.name
gregtech:gt.meta.plateGemTiny:13013, oredict.plateGemTinyRedCY11.name
gregtech:gt.meta.plateGemTiny:13014, oredict.plateGemTinyOrangeCY11.name
gregtech:gt.meta.plateGemTiny:13015, oredict.plateGemTinyYellowCY11.name
gregtech:gt.meta.plateGemTiny:13016, oredict.plateGemTinyGreenCY11.name
gregtech:gt.meta.plateGemTiny:13017, oredict.plateGemTinyBlueCY11.name
gregtech:gt.meta.plateGemTiny:13018, oredict.plateGemTinyPurpleCY11.name
gregtech:gt.meta.plateGemTiny:13019, oredict.plateGemTinyPinkCY11.name
gregtech:gt.meta.plateGemTiny:13020, oredict.plateGemTinyWhiteCY11.name
gregtech:gt.meta.plateGem:140, oredict.plateGemSilicon.name
gregtech:gt.meta.plateGem:400, oredict.plateGemZirconium.name
gregtech:gt.meta.plateGem:1520, oredict.plateGemVibranium.name
gregtech:gt.meta.plateGem:8001, oredict.plateGemGlass.name
gregtech:gt.meta.plateGem:8002, oredict.plateGemFlint.name
gregtech:gt.meta.plateGem:8206, oredict.plateGemNiter.name
gregtech:gt.meta.plateGem:8208, oredict.plateGemPhosphorus.name
gregtech:gt.meta.plateGem:8209, oredict.plateGemApatite.name
gregtech:gt.meta.plateGem:8226, oredict.plateGemPhosphorite.name
gregtech:gt.meta.plateGem:8298, oredict.plateGemEnergiumRed.name
gregtech:gt.meta.plateGem:8299, oredict.plateGemEnergiumCyan.name
gregtech:gt.meta.plateGem:8300, oredict.plateGemDiamond.name
gregtech:gt.meta.plateGem:8301, oredict.plateGemEmerald.name
gregtech:gt.meta.plateGem:8302, oredict.plateGemRuby.name
gregtech:gt.meta.plateGem:8303, oredict.plateGemBalasRuby.name
gregtech:gt.meta.plateGem:8304, oredict.plateGemSapphire.name
gregtech:gt.meta.plateGem:8305, oredict.plateGemGreenSapphire.name
gregtech:gt.meta.plateGem:8306, oredict.plateGemTopaz.name
gregtech:gt.meta.plateGem:8307, oredict.plateGemBlueTopaz.name
gregtech:gt.meta.plateGem:8308, oredict.plateGemTanzanite.name
gregtech:gt.meta.plateGem:8309, oredict.plateGemJasper.name
gregtech:gt.meta.plateGem:8310, oredict.plateGemAmber.name
gregtech:gt.meta.plateGem:8311, oredict.plateGemOlivine.name
gregtech:gt.meta.plateGem:8312, oredict.plateGemOpal.name
gregtech:gt.meta.plateGem:8313, oredict.plateGemAmethyst.name
gregtech:gt.meta.plateGem:8314, oredict.plateGemOrangeSapphire.name
gregtech:gt.meta.plateGem:8315, oredict.plateGemYellowSapphire.name
gregtech:gt.meta.plateGem:8316, oredict.plateGemVinteum.name
gregtech:gt.meta.plateGem:8317, oredict.plateGemDilithium.name
gregtech:gt.meta.plateGem:8318, oredict.plateGemEnderPearl.name
gregtech:gt.meta.plateGem:8319, oredict.plateGemEnderEye.name
gregtech:gt.meta.plateGem:8320, oredict.plateGemNetherStar.name
gregtech:gt.meta.plateGem:8321, oredict.plateGemJade.name
gregtech:gt.meta.plateGem:8322, oredict.plateGemCraponite.name
gregtech:gt.meta.plateGem:8323, oredict.plateGemAquamarine.name
gregtech:gt.meta.plateGem:8324, oredict.plateGemMorganite.name
gregtech:gt.meta.plateGem:8325, oredict.plateGemDioptase.name
gregtech:gt.meta.plateGem:8326, oredict.plateGemSpinel.name
gregtech:gt.meta.plateGem:8328, oredict.plateGemBlueSapphire.name
gregtech:gt.meta.plateGem:8330, oredict.plateGemLazurite.name
gregtech:gt.meta.plateGem:8331, oredict.plateGemSodalite.name
gregtech:gt.meta.plateGem:8332, oredict.plateGemLapis.name
gregtech:gt.meta.plateGem:8333, oredict.plateGemRedstone.name
gregtech:gt.meta.plateGem:8334, oredict.plateGemCoal.name
gregtech:gt.meta.plateGem:8336, oredict.plateGemCharcoal.name
gregtech:gt.meta.plateGem:8337, oredict.plateGemLignite.name
gregtech:gt.meta.plateGem:8338, oredict.plateGemMonazite.name
gregtech:gt.meta.plateGem:8339, oredict.plateGemTeslatite.name
gregtech:gt.meta.plateGem:8342, oredict.plateGemFirestone.name
gregtech:gt.meta.plateGem:8344, oredict.plateGemForcicium.name
gregtech:gt.meta.plateGem:8345, oredict.plateGemForcillium.name
gregtech:gt.meta.plateGem:8346, oredict.plateGemNetherQuartz.name
gregtech:gt.meta.plateGem:8347, oredict.plateGemCertusQuartz.name
gregtech:gt.meta.plateGem:8348, oredict.plateGemChargedCertusQuartz.name
gregtech:gt.meta.plateGem:8349, oredict.plateGemCoalCoke.name
gregtech:gt.meta.plateGem:8352, oredict.plateGemInfusedAir.name
gregtech:gt.meta.plateGem:8353, oredict.plateGemInfusedFire.name
gregtech:gt.meta.plateGem:8354, oredict.plateGemInfusedEarth.name
gregtech:gt.meta.plateGem:8355, oredict.plateGemInfusedWater.name
gregtech:gt.meta.plateGem:8356, oredict.plateGemInfusedEntropy.name
gregtech:gt.meta.plateGem:8357, oredict.plateGemInfusedOrder.name
gregtech:gt.meta.plateGem:8359, oredict.plateGemElectrotine.name
gregtech:gt.meta.plateGem:8362, oredict.plateGemAnthracite.name
gregtech:gt.meta.plateGem:8363, oredict.plateGemPrismane.name
gregtech:gt.meta.plateGem:8364, oredict.plateGemLonsdaleite.name
gregtech:gt.meta.plateGem:8365, oredict.plateGemLigniteCoke.name
gregtech:gt.meta.plateGem:8383, oredict.plateGemPurpleSapphire.name
gregtech:gt.meta.plateGem:8384, oredict.plateGemHeliodor.name
gregtech:gt.meta.plateGem:8385, oredict.plateGemGoshenite.name
gregtech:gt.meta.plateGem:8386, oredict.plateGemBixbite.name
gregtech:gt.meta.plateGem:8387, oredict.plateGemMaxixe.name
gregtech:gt.meta.plateGem:8388, oredict.plateGemAlexandrite.name
gregtech:gt.meta.plateGem:8389, oredict.plateGemFluix.name
gregtech:gt.meta.plateGem:8390, oredict.plateGemPetroleumCoke.name
gregtech:gt.meta.plateGem:8415, oredict.plateGemOnyxRed.name
gregtech:gt.meta.plateGem:8416, oredict.plateGemOnyxBlack.name
gregtech:gt.meta.plateGem:8417, oredict.plateGemAmazonite.name
gregtech:gt.meta.plateGem:8419, oredict.plateGemZircon.name
gregtech:gt.meta.plateGem:8420, oredict.plateGemAzurite.name
gregtech:gt.meta.plateGem:8421, oredict.plateGemEudialyte.name
gregtech:gt.meta.plateGem:8733, oredict.plateGemRedstoneAlloy.name
gregtech:gt.meta.plateGem:8738, oredict.plateGemTeslatineAlloy.name
gregtech:gt.meta.plateGem:9101, oredict.plateGemAlmandine.name
gregtech:gt.meta.plateGem:9102, oredict.plateGemAndradite.name
gregtech:gt.meta.plateGem:9119, oredict.plateGemGrossular.name
gregtech:gt.meta.plateGem:9127, oredict.plateGemPyrope.name
gregtech:gt.meta.plateGem:9129, oredict.plateGemSpessartine.name
gregtech:gt.meta.plateGem:9135, oredict.plateGemUvarovite.name
gregtech:gt.meta.plateGem:9156, oredict.plateGemMalachite.name
gregtech:gt.meta.plateGem:9180, oredict.plateGemQuartzite.name
gregtech:gt.meta.plateGem:9215, oredict.plateGemFluorite.name
gregtech:gt.meta.plateGem:9219, oredict.plateGemPrismarine.name
gregtech:gt.meta.plateGem:9220, oredict.plateGemPrismarineDark.name
gregtech:gt.meta.plateGem:9802, oredict.plateGemIce.name
gregtech:gt.meta.plateGem:13013, oredict.plateGemRedCY11.name
gregtech:gt.meta.plateGem:13014, oredict.plateGemOrangeCY11.name
gregtech:gt.meta.plateGem:13015, oredict.plateGemYellowCY11.name
gregtech:gt.meta.plateGem:13016, oredict.plateGemGreenCY11.name
gregtech:gt.meta.plateGem:13017, oredict.plateGemBlueCY11.name
gregtech:gt.meta.plateGem:13018, oredict.plateGemPurpleCY11.name
gregtech:gt.meta.plateGem:13019, oredict.plateGemPinkCY11.name
gregtech:gt.meta.plateGem:13020, oredict.plateGemWhiteCY11.name
gregtech:gt.meta.plateTiny:30, oredict.plateTinyLithium.name
